Series0,
AXIS0,OUTPUT
Main.Studies.InverseDynamicStudy.Output.Abscissa.t,Main.Studies.InverseDynamicStudy.Output.BodyModel.SelectedOutput.Trunk.JointReactionForce.L5SacrumAnteroPosteriorForce
 6.366794000000001e+00, 1.345603959764033e+03
 6.383461000000000e+00, 1.431455562805156e+03
 6.400128000000000e+00, 1.419825594896006e+03
 6.416795000000000e+00, 1.392052404322837e+03
 6.433462000000000e+00, 1.382961270366449e+03
 6.450129000000000e+00, 1.398777296138709e+03
 6.466796000000000e+00, 1.426693738791808e+03
 6.483463000000000e+00, 1.414076632982268e+03
 6.500130000000000e+00, 1.405604644134845e+03
 6.516797000000000e+00, 1.420256780877085e+03
 6.533464000000000e+00, 1.514756771654750e+03
 6.550131000000000e+00, 1.587696000126963e+03
 6.566798000000000e+00, 1.508839807591102e+03
 6.583464999999999e+00, 1.461038975206389e+03
 6.600131999999999e+00, 1.435799231638338e+03
 6.616798999999999e+00, 1.494820452315098e+03
 6.633465999999999e+00, 1.565995613426332e+03
 6.650132999999999e+00, 1.586938497663972e+03
 6.666800000000001e+00, 1.561794421098199e+03
 6.683467000000000e+00, 1.533724017950258e+03
 6.700134000000000e+00, 1.505313758570231e+03
 6.716801000000000e+00, 1.489652085262828e+03
 6.733468000000000e+00, 1.480992433862725e+03
 6.750135000000000e+00, 1.482449396194752e+03
 6.766802000000000e+00, 1.465572109115710e+03
 6.783469000000000e+00, 1.446123047249214e+03
 6.800136000000000e+00, 1.425858822126537e+03
 6.816803000000000e+00, 1.421838952061981e+03
 6.833470000000000e+00, 1.409018642133652e+03
 6.850137000000000e+00, 1.395945366227088e+03
 6.866804000000000e+00, 1.192718491730083e+03
 6.883471000000000e+00, 1.339972586093181e+03
 6.900138000000000e+00, 1.296259894918248e+03
 6.916805000000000e+00, 1.274713066900004e+03
 6.933472000000000e+00, 1.270191833699512e+03
 6.950139000000000e+00, 1.268874430131175e+03
 6.966806000000000e+00, 1.344692295991260e+03
 6.983473000000001e+00, 1.425281038330196e+03
 7.000140000000001e+00, 1.206135122537149e+03
 7.016807000000001e+00, 1.339146433978951e+03
 7.033474000000001e+00, 1.294199246098495e+03
 7.050141000000001e+00, 1.282487738644328e+03
 7.066808000000001e+00, 1.268686892587843e+03
 7.083475000000001e+00, 1.290960080381953e+03
 7.100142000000000e+00, 1.372458084221473e+03
 7.116809000000000e+00, 1.421582874082909e+03
 7.133476000000000e+00, 1.424236701483877e+03
 7.150143000000000e+00, 1.471204729706172e+03
 7.166810000000000e+00, 1.475680155893559e+03
 7.183477000000000e+00, 1.463649532250354e+03
 7.200144000000000e+00, 1.478336314091135e+03
 7.216811000000000e+00, 1.465166194820592e+03
 7.233478000000000e+00, 1.473522891547112e+03
 7.250145000000000e+00, 1.473729231792238e+03
 7.266812000000000e+00, 1.462570719695217e+03
 7.283479000000000e+00, 1.472329364880854e+03
 7.300146000000001e+00, 1.491626941808411e+03
 7.316813000000001e+00, 1.486456384563410e+03
 7.333480000000001e+00, 1.490300007928878e+03
 7.350147000000001e+00, 1.484721400020923e+03
 7.366814000000001e+00, 1.463701811685282e+03
 7.383481000000001e+00, 1.443653697041149e+03
 7.400148000000001e+00, 1.421497045887602e+03
 7.416815000000001e+00, 1.456740852368762e+03
 7.433482000000001e+00, 1.420406064131876e+03
 7.450149000000001e+00, 1.422209374568270e+03
 7.466816000000001e+00, 1.430868365554201e+03
 7.483483000000001e+00, 1.451607545475071e+03
 7.500150000000001e+00, 1.474481690542659e+03
 7.516817000000000e+00, 1.498134743070669e+03
 7.533484000000000e+00, 1.500608901339271e+03
 7.550151000000000e+00, 1.529646015817559e+03
 7.566818000000000e+00, 1.542553480056818e+03
 7.583485000000000e+00, 1.545071253883374e+03
 7.600152000000000e+00, 1.546660443985869e+03
 7.616819000000000e+00, 1.552097871424986e+03
 7.633486000000000e+00, 1.570676858486713e+03
 7.650153000000000e+00, 1.581521086470793e+03
 7.666820000000000e+00, 1.589194516251210e+03
 7.683487000000000e+00, 1.570599800302570e+03
 7.700154000000000e+00, 1.568472169034780e+03
 7.716821000000000e+00, 1.568217888114553e+03
 7.733488000000000e+00, 1.583723010963560e+03
 7.750155000000000e+00, 1.602027377922847e+03
 7.766822000000000e+00, 1.611191942434393e+03
 7.783489000000000e+00, 1.605242850712739e+03
 7.800156000000000e+00, 1.591038244260533e+03
 7.816823000000000e+00, 1.575108127824259e+03
 7.833490000000000e+00, 1.547394177473024e+03
 7.850157000000000e+00, 1.521499737576726e+03
 7.866824000000000e+00, 1.511645020667975e+03
 7.883491000000000e+00, 1.519253927995505e+03
 7.900158000000000e+00, 1.518539930349808e+03
 7.916825000000000e+00, 1.554078187019998e+03
 7.933491999999999e+00, 1.557085449214185e+03
 7.950159000000001e+00, 1.562142458786127e+03
 7.966826000000001e+00, 1.569994635213201e+03
 7.983493000000001e+00, 1.616581516963755e+03
 8.000160000000001e+00, 1.621653995601475e+03
 8.016827000000001e+00, 1.626712475984621e+03
 8.033494000000001e+00, 1.575809336822475e+03
 8.050161000000001e+00, 1.581716036181135e+03
 8.066828000000001e+00, 1.585963460285781e+03
 8.083495000000001e+00, 1.619131874316132e+03
 8.100162000000001e+00, 1.637142953996925e+03
 8.116829000000001e+00, 1.587724507746780e+03
 8.133496000000001e+00, 1.620539137973089e+03
 8.150163000000001e+00, 1.615227105519168e+03
 8.166830000000001e+00, 1.621958552037993e+03
 8.183496999999999e+00, 1.635932783192918e+03
 8.200163999999999e+00, 1.649100622937422e+03
 8.216830999999999e+00, 1.630284185780114e+03
 8.233497999999999e+00, 1.642881722011039e+03
 8.250164999999999e+00, 1.651125225689274e+03
 8.266832000000001e+00, 1.698584610332995e+03
 8.283499000000001e+00, 1.694593770294148e+03
 8.300166000000001e+00, 1.688903616761349e+03
 8.316833000000001e+00, 1.674586565545594e+03
 8.333500000000001e+00, 1.631681141056078e+03
 8.350167000000001e+00, 1.629004589218029e+03
 8.366834000000001e+00, 1.627752767574138e+03
 8.383501000000001e+00, 1.671224733115224e+03
 8.400168000000001e+00, 1.625193409155695e+03
 8.416835000000001e+00, 1.623673790524614e+03
 8.433502000000001e+00, 1.664082132487177e+03
 8.450169000000001e+00, 1.656764976817642e+03
 8.466836000000001e+00, 1.623933136387091e+03
 8.483503000000001e+00, 1.655012414234509e+03
 8.500170000000001e+00, 1.644421081068169e+03
 8.516837000000001e+00, 1.648789619716458e+03
 8.533504000000001e+00, 1.634141742203512e+03
 8.550171000000001e+00, 1.605683554046509e+03
 8.566838000000001e+00, 1.607789386805530e+03
 8.583505000000001e+00, 1.614052798028026e+03
 8.600172000000001e+00, 1.616545793094292e+03
 8.616839000000001e+00, 1.609273704567947e+03
 8.633506000000001e+00, 1.597082187834618e+03
 8.650173000000001e+00, 1.594322706330983e+03
 8.666840000000001e+00, 1.597997272618381e+03
 8.683507000000001e+00, 1.610540214887409e+03
 8.700174000000001e+00, 1.597563175388086e+03
 8.716841000000001e+00, 1.590588500245385e+03
 8.733508000000000e+00, 1.581423970489255e+03
 8.750175000000000e+00, 1.592706376814008e+03
 8.766842000000000e+00, 1.619201697227595e+03
 8.783509000000000e+00, 1.595407429544225e+03
 8.800176000000000e+00, 1.597970093550769e+03
 8.816843000000000e+00, 1.626369988830568e+03
 8.833510000000000e+00, 1.622343824959032e+03
 8.850177000000000e+00, 1.621363026138823e+03
 8.866844000000000e+00, 1.616262412127229e+03
 8.883511000000000e+00, 1.611190887639825e+03
 8.900178000000000e+00, 1.608317846625333e+03
 8.916845000000000e+00, 1.608825579169255e+03
 8.933512000000000e+00, 1.608603480042118e+03
 8.950179000000000e+00, 1.605800974577754e+03
 8.966846000000000e+00, 1.601402122995916e+03
 8.983513000000000e+00, 1.598335390113167e+03
 9.000180000000000e+00, 1.594977212255616e+03
 9.016847000000000e+00, 1.590922160591377e+03
 9.033514000000000e+00, 1.592607668643819e+03
 9.050181000000000e+00, 1.590576257953731e+03
 9.066848000000000e+00, 1.552107284158375e+03
 9.083515000000000e+00, 1.548017058532464e+03
 9.100182000000000e+00, 1.548858045519510e+03
 9.116849000000000e+00, 1.549478786964391e+03
 9.133516000000000e+00, 1.553166321046196e+03
 9.150183000000000e+00, 1.536138677924501e+03
 9.166850000000000e+00, 1.534427964897253e+03
 9.183517000000000e+00, 1.536978808388543e+03
 9.200184000000000e+00, 1.534640636482203e+03
 9.216851000000000e+00, 1.531790426684947e+03
 9.233518000000000e+00, 1.527031238795243e+03
 9.250185000000000e+00, 1.523278909078748e+03
 9.266852000000000e+00, 1.523640976933661e+03
 9.283519000000000e+00, 1.526316359366420e+03
 9.300186000000000e+00, 1.530605711505853e+03
 9.316853000000000e+00, 1.528615063885466e+03
 9.333520000000000e+00, 1.521219574648040e+03
 9.350187000000000e+00, 1.519231104018218e+03
