Series0,
AXIS0,OUTPUT
Main.Studies.InverseDynamicStudy.Output.Abscissa.t,Main.Studies.InverseDynamicStudy.Output.BodyModel.SelectedOutput.Trunk.JointReactionForce.L5SacrumMedioLateralForce
0.050001,1.192079342248942
0.066668,2.119281168216474
0.083335,-9.598871987650163
0.100002,-4.799220261476073
0.116669,6.873080257365391
0.133336,10.626070120131242
0.150003,-0.38469852012062233
0.16667,4.786339273295258
0.183337,5.27632835516863
0.200004,4.652784618062839
0.216671,-12.178162388580652
0.233338,-8.814117581491331
0.250005,-14.94840981344128
0.266672,8.444797867364375
0.283339,20.3080761019929
0.300006,-8.47662513579347
0.316673,9.101474658818049
0.33334,3.96928003268134
0.350007,-3.261031742494829
0.3666740000000001,19.23450977977229
0.383341,21.258639672024422
0.400008,23.088072808879026
0.416675,0.9744389826495023
0.433342,-9.904089649360628
0.450009,18.403164915861595
0.466676,2.681535253662936
0.483343,-0.24421062237643643
0.50001,1.4542309822969344
0.516677,-8.8044779250868
0.533344,9.248687697083003
0.5500109999999999,-16.37111813540964
0.566678,-11.138450566319932
0.583345,2.3046061457486218
0.600012,3.765744694160993
0.616679,-15.226786124680224
0.633346,8.872149794990143
0.650013,11.489123532074103
0.6666799999999999,-5.159113488414356
0.683347,7.07487150853893
0.700014,-6.95417788228713
0.716681,29.683761024090472
0.733348,25.99265270959804
0.7500149999999999,1.9131691289476205
0.766682,28.49272063691502
0.783349,30.413608931052252
0.800016,-10.91592572871808
0.8166829999999999,17.897193201303622
0.83335,19.50239757624593
0.850017,-15.047754208166726
0.866684,-7.989236521467523
0.883351,-17.176542409555918
0.9000179999999999,-13.687423235085603
0.916685,-20.86350013791571
0.933352,-1.1535498604004388
0.950019,-3.778969768813134
0.966686,9.28036893224185
0.983353,3.39533659292379
1.00002,-5.784758871432224
1.016687,5.717604454855163
1.033354,-32.10168262760349
1.050021,-36.65728514340407
1.066688,-35.266039248571275
1.083355,-37.39117712811881
1.100022,-9.10900098421752
1.116689,1.0866507423528198
1.133356,0.5247482095741844
1.150023,-14.71308526997997
1.16669,3.9054182774881383
1.183357,5.676783311191258
1.200024,-12.188920899197484
1.216691,5.949053642335997
1.233358,-24.751521272668768
1.250025,-21.327644321313542
1.266692,-15.890083119435829
1.283359,-9.154344574574992
1.300026,-26.291179864264265
1.316693,11.5456938901834
1.33336,-0.4701167029520974
1.350027,9.270733339413553
1.366694,-24.93158120388803
1.383361,-10.024306651480003
1.400028,6.950409663664461
1.416695,-21.035185618677104
1.433362,-24.05216460740298
1.450029,3.9106642104913316
1.466696,-12.1601854115721
1.483363,8.761655441504304
1.50003,-13.353049960485876
1.516697,-5.5126791352535776
1.533364,-27.718438919952163
1.550031,7.049565033522439
1.566698,3.7892400528235193
1.583365,-0.46422742756146995
1.600032,-3.684257840202889
1.616699,6.2099334743585395
1.633366,9.27573485309166
1.650033,7.42742304472684
1.6667,7.57987840877909
1.683367,9.68091516490169
1.700034,-6.30512813732963
1.716701,-13.41764436806237
1.733368,9.38042961133802
1.750035,-12.80683160760576
1.766702,5.1996464974800904
1.783369,-18.56809159594479
1.800036,-20.16850744908788
1.816703,-10.671138065643303
1.83337,-10.194822487899929
1.850037,-27.801011482114873
1.866704,-5.531593892183835
1.883371,-9.48044120490168
1.900038,-9.928539305220795
1.916705,3.9688114638832293
1.933372,1.1938327656739798
1.950039,-22.95196478323091
1.966706,1.95297682931308
1.983373,-21.39910045414316
2.00004,-18.50669480816144
2.016707,-24.09974770636425
2.033374,-14.31058940152667
2.050041,-8.05488562372827
2.066708,8.00650311320809
2.083375,-19.348473052165822
2.100042,-17.289209597552613
2.116709,1.2075290931032683
2.133376,3.26364804206521
2.150043,-20.24235995644812
2.16671,-0.2588600332979105
2.183377,3.280251375049973
2.200044,-7.810608138507659
2.216711,3.0383510751680003
2.233378,8.716440431215561
2.250045,18.34293855467405
2.266712,19.616462403306286
2.283379,15.30992109633576
2.300046,16.12845018185095
2.316713,14.940537116817444
2.33338,-2.662939376930026
2.350047,7.242151932592176
2.366714,-7.654577453962846
2.383381,16.593324727787554
2.400048,9.045804140305476
2.416715,17.553138613186846
2.433382,14.808398462715706
2.450049,-4.290262210122341
2.466716,10.09607345094171
2.483383,0.12423232713074484
2.50005,-18.042043547031138
2.516717,-18.404994035476303
2.533384,-0.437571070324537
2.550051,-9.066687611500388
2.566718,-10.87235666963959
2.583385,1.420678145025349
2.600052,1.523036734384331
2.616719,1.2985085434850832
2.633386,7.384911073597669
2.650053,1.20438587166608
2.66672,-19.0766561385233
2.683387,-19.377562614802493
2.700054,-14.328585509351651
2.716721,-24.12986226963742
2.733388,-0.5896910485362756
2.750055,-25.659483427200428
2.766722,-22.467352838324366
2.783389,-26.21700624459326
2.800056,11.195788883781104
2.816723,2.0569056344032504
2.83339,3.6003149256100393
2.850057,-25.710025415739665
2.866724,3.2357668396062387
2.883391,3.943866411833856
2.900058,1.5329853236218014
2.916725,-14.72006001289322
2.933392,6.283387931783082
2.950059,-22.381603271888675
2.966726,-12.726660317176378
